tweet_id,retweet_count,favorite_count
818536468981415936,2412,10762
818307523543449600,7953,0
818259473185828864,2223,10906
818145370475810820,2527,12154
817908911860748288,788,4805
817827839487737858,26706,51116
817777686764523521,2647,10661
817536400337801217,2917,11668
817502432452313088,3351,0
817423860136083457,14471,33467
817415592588222464,935,5551
817181837579653120,8362,0
817171292965273600,1998,8684
817120970343411712,2566,12118
817056546584727552,1621,8512
816829038950027264,4662,0
816816676327063552,2016,9918
816697700272001025,2152,9695
816450570814898180,7953,30154
816336735214911488,1925,8539
816091915477250048,2108,8855
816062466425819140,1003,0
816014286006976512,5200,0
815990720817401858,1003,4909
815966073409433600,8362,22215
815745968457060357,4081,0
815736392542261248,2236,9774
815639385530101762,1633,8156
815390420867969024,3773,10280
814986499976527872,1261,7596
814638523311648768,2662,11172
814578408554463233,5774,0
814530161257443328,1840,8569
814153002265309185,8573,28558
813944609378369540,3151,0
813910438903693312,1845,9231
813812741911748608,13829,36184
813800681631023104,1737,8262
813217897535406080,7227,18516
813202720496779264,1802,9180
813187593374461952,4314,19721
813172488309972993,1903,9203
813157409116065792,2187,7720
813142292504645637,2364,8438
813130366689148928,445,4457
813127251579564032,3098,11755
813112105746448384,2713,10251
813096984823349248,3597,10507
813081950185472002,2760,9848
813066809284972545,1936,7897
813051746834595840,7301,20855
812781120811126785,1888,7517
812709060537683968,1427,6584
812503143955202048,1204,6029
812466873996607488,1920,7928
812372279581671427,3633,13579
811985624773361665,1387,7240
811744202451197953,1575,7501
811647686436880384,733,5579
811627233043480576,3052,12690
811386762094317568,6330,20809
810984652412424192,1426,5295
810896069567610880,1751,8954
810657578271330305,2618,10907
810284430598270976,11131,34995
810254108431155201,3349,14614
809920764300447744,3906,15486
809808892968534016,4853,0
809448704142938112,1457,6915
809220051211603969,5545,19806
809084759137812480,3507,13167
808838249661788160,3015,10081
808733504066486276,2148,7866
808501579447930884,2586,11256
808344865868283904,20683,42301
808134635716833280,5865,0
808106460588765185,2198,8770
808001312164028416,3513,12473
807621403335917568,3587,14520
807106840509214720,54940,117512
807059379405148160,7286,0
807010152071229440,3841,13043
806629075125202948,34342,74221
806620845233815552,5487,0
806576416489959424,1946,4877
806542213899489280,2345,10181
806242860592926720,11548,0
806219024703037440,1185,6417
805958939288408065,5323,0
805932879469572096,1912,8265
805826884734976000,1804,6524
805823200554876929,7955,0
805520635690676224,1647,5724
805487436403003392,2508,8768
805207613751304193,1704,7814
804738756058218496,3800,13642
804475857670639616,2000,6106
804413760345620481,3211,0
804026241225523202,15976,44211
803773340896923648,2723,10009
803692223237865472,7385,0
803638050916102144,4123,10903
803380650405482500,1863,7742
803321560782307329,5285,0
803276597545603072,2436,9991
802952499103731712,1984,8987
802624713319034886,2894,0
802600418706604034,1451,7070
802572683846291456,2485,8916
802323869084381190,5793,16108
802265048156610565,1368,6897
802239329049477120,2607,9048
802185808107208704,271,0
801958328846974976,1712,7730
801854953262350336,235,1784
801538201127157760,2049,8198
801285448605831168,813,6029
801167903437357056,5865,24349
801127390143516673,3926,0
801115127852503040,2088,8037
800859414831898624,97,685
800855607700029440,1603,0
800751577355128832,2777,10550
800513324630806528,2971,13078
800459316964663297,2166,9474
800443802682937345,4295,0
800388270626521089,2787,11121
800188575492947969,3915,0
800141422401830912,2536,15222
800018252395122689,13058,28222
799774291445383169,4648,0
799757965289017345,2151,8350
799422933579902976,1917,8034
799308762079035393,5422,0
799297110730567681,2736,9840
799063482566066176,2465,8034
798933969379225600,4424,13019
798925684722855936,1432,7486
798705661114773508,6602,0
798701998996647937,7726,0
798697898615730177,6483,0
798694562394996736,4920,0
798686750113755136,2324,0
798682547630837760,4716,0
798673117451325440,5524,0
798665375516884993,3882,0
798644042770751489,1841,0
798628517273620480,1965,0
798585098161549313,5649,0
798576900688019456,5807,0
798340744599797760,3305,0
798209839306514432,2539,10390
797971864723324932,3091,11533
797545162159308800,4846,14503
797236660651966464,6521,19875
797165961484890113,26,224
796904159865868288,8869,0
796865951799083009,1904,7651
796759840936919040,3008,11777
796563435802726400,7202,0
796484825502875648,1744,7541
796387464403357696,4108,10953
796177847564038144,14173,0
796149749086875649,14173,32089
796125600683540480,1795,4956
796116448414461957,2401,9058
796080075804475393,2290,8429
796031486298386433,3697,10765
795464331001561088,23395,49340
795400264262053889,2845,9994
795076730285391872,5402,16132
794983741416415232,3347,0
794926597468000259,2300,10193
794355576146903043,10206,0
794332329137291264,2660,9558
794205286408003585,3298,9191
793962221541933056,4853,16761
793845145112371200,1842,9186
793614319594401792,3109,0
793601777308463104,1604,7935
793500921481273345,2356,10618
793286476301799424,9104,24479
793271401113350145,2373,8659
793256262322548741,8279,19909
793241302385262592,3271,10459
793226087023144960,2863,9776
793210959003287553,2777,8889
793195938047070209,5589,15179
793180763617361921,1985,6895
793165685325201412,2758,9334
793150605191548928,1686,6145
793135492858580992,2482,6375
793120401413079041,3895,12597
792913359805018113,3940,14243
792883833364439040,4243,11250
792773781206999040,1661,7326
792394556390137856,4267,13352
792050063153438720,1780,7122
791821351946420224,20948,0
791784077045166082,9502,0
791780927877898241,3793,0
791774931465953280,22030,44866
791672322847637504,3109,11696
791406955684368384,4081,13094
791312159183634433,2513,8726
791026214425268224,4061,0
790987426131050500,2118,9775
790946055508652032,4662,16588
790723298204217344,2292,0
790698755171364864,1911,8176
790581949425475584,7080,20567
790337589677002753,1867,7779
790277117346975746,3151,12492
790227638568808452,3539,0
789986466051088384,2292,9200
789960241177853952,4079,0
789903600034189313,4101,10283
789628658055020548,1748,7452
789599242079838210,1908,6702
789530877013393408,3347,11684
789314372632018944,2279,8610
789280767834746880,4882,0
789268448748703744,2590,9070
789137962068021249,2767,9676
788908386943430656,12396,27283
788765914992902144,10206,27157
788552643979468800,7105,0
788412144018661376,5223,15469
788178268662984705,2078,7185
788150585577050112,1262,6085
788070120937619456,3407,0
788039637453406209,1295,6084
787810552592695296,3020,8576
787717603741622272,2753,10212
787397959788929025,2827,10836
787322443945877504,1729,7734
787111942498508800,6691,0
786963064373534720,7901,26482
786729988674449408,2405,0
786709082849828864,6065,18136
786664955043049472,2518,10534
786595970293370880,3104,9396
786363235746385920,3460,10821
786286427768250368,2799,7916
786233965241827333,4671,15123
786051337297522688,154,1419
786036967502913536,6935,0
785927819176054784,3152,11313
785872687017132033,1786,6655
785639753186217984,2218,7817
785533386513321988,1975,9038
785515384317313025,1240,6077
785264754247995392,1601,7209
785170936622350336,4773,11943
784826020293709826,3211,10041
784517518371221505,2500,8901
784431430411685888,1258,5679
784183165795655680,7955,19896
784057939640352768,10981,29529
783839966405230592,10669,29745
783821107061198850,1947,7300
783695101801398276,3174,10398
783466772167098368,2212,8389
783391753726550016,5397,16754
783347506784731136,5472,0
783334639985389568,11548,28896
783085703974514689,2170,8095
782969140009107456,7286,23947
782747134529531904,1396,7413
782722598790725632,5323,17107
782598640137187329,1853,7724
782305867769217024,5484,16509
782021823840026624,6117,0
781955203444699136,3328,11032
781661882474196992,2685,10344
781655249211752448,1119,3958
781524693396357120,5487,20585
781308096455073793,2528,7080
781251288990355457,2053,8346
781163403222056960,2719,9724
780931614150983680,7202,21426
780858289093574656,1978,7115
780800785462489090,1279,5429
780601303617732608,3327,11983
780543529827336192,1728,6230
780496263422808064,3629,0
780476555013349377,109,0
780459368902959104,1063,5248
780192070812196864,2207,8616
780092040432480260,2268,0
780074436359819264,4885,12027
779834332596887552,6935,18687
779377524342161408,3070,8687
779124354206535695,18017,0
779056095788752897,4460,14594
778990705243029504,7082,19722
778774459159379968,9737,0
778764940568104960,359,857
778748913645780993,1287,6807
778650543019483137,1476,5697
778624900596654080,1000,4579
778408200802557953,4261,13476
778396591732486144,12036,0
778383385161035776,1084,5763
778286810187399168,3248,10250
778039087836069888,2601,8391
778027034220126208,1582,6484
777953400541634568,3477,0
777885040357281792,1602,6271
777684233540206592,2894,11107
777641927919427584,4172,0
777621514455814149,2473,8625
777189768882946048,4250,14091
776819012571455488,13465,0
776813020089548800,1187,4817
776477788987613185,2725,8713
776249906839351296,8968,0
776218204058357768,15582,29518
776201521193218049,2481,9498
776113305656188928,4295,11622
776088319444877312,147,1815
775898661951791106,16505,0
775842724423557120,2610,11568
775733305207554048,3926,13720
775729183532220416,4528,12840
775364825476165632,2913,7294
775350846108426240,3841,10038
775085132600442880,4648,15360
774757898236878852,1754,8504
774639387460112384,1698,6637
774314403806253056,5422,21502
773985732834758656,3794,10598
773922284943896577,1720,6313
773704687002451968,1600,6507
773670353721753600,1288,5281
773547596996571136,6032,21827
773336787167145985,4977,0
773308824254029826,7351,22996
773247561583001600,3203,9326
773191612633579521,4054,9848
772877495989305348,3803,8439
772826264096874500,2317,7942
772615324260794368,3324,0
772581559778025472,1667,6394
772193107915964416,1361,5946
772152991789019136,1113,3761
772117678702071809,724,3722
772114945936949249,459,2695
772102971039580160,922,3945
771908950375665664,1860,6485
771770456517009408,3305,11843
771500966810099713,2565,8151
771380798096281600,4977,10334
771171053431250945,7313,0
771136648247640064,2870,9010
771102124360998913,1414,6141
771014301343748096,1623,6775
770787852854652928,1181,4858
770772759874076672,1393,5109
770655142660169732,1743,7231
770414278348247044,2061,6245
770293558247038976,1438,6132
770093767776997377,2992,0
770069151037685760,2257,7485
769940425801170949,9357,30807
769695466921623552,1650,6327
769335591808995329,7593,0
769212283578875904,1681,5308
768970937022709760,6381,14106
768909767477751808,2615,0
768855141948723200,868,4116
768609597686943744,1172,4052
768596291618299904,1256,4973
768554158521745409,5716,0
768473857036525572,3341,13423
768193404517830656,3477,10704
767884188863397888,1354,4676
767754930266464257,5285,15770
767500508068192258,2299,7389
767191397493538821,3686,12119
767122157629476866,2808,10029
766864461642756096,5521,0
766793450729734144,1334,4974
766714921925144576,371,2578
766693177336135680,778,3951
766423258543644672,1543,5902
766313316352462849,1851,6681
766078092750233600,2567,0
766069199026450432,835,4158
766008592277377025,489,3692
765719909049503744,2118,7120
765669560888528897,1208,5106
765395769549590528,3330,26254
765371061932261376,2132,6955
765222098633691136,3324,11445
764857477905154048,1746,6348
764259802650378240,1473,5926
763956972077010945,53,750
763837565564780549,4061,12357
763183847194451968,1442,5302
763167063695355904,2940,0
763103485927849985,2262,7260
762699858130116608,3539,11932
762471784394268675,6275,11041
762464539388485633,4079,10131
762316489655476224,1090,4716
762035686371364864,15219,31300
761976711479193600,1959,5315
761750502866649088,3829,0
761745352076779520,844,4200
761672994376806400,28462,48600
761599872357261312,1165,4057
761371037149827077,17691,0
761334018830917632,1425,5113
761292947749015552,1063,4407
761227390836215808,1530,5236
761004547850530816,3407,11141
760893934457552897,948,3748
760656994973933572,1866,6471
760641137271070720,1270,4896
760539183865880579,3544,7436
760521673607086080,1365,4139
760290219849637889,11229,26340
760252756032651264,851,3881
760190180481531904,1753,5593
760153949710192640,30,0
759943073749200896,2033,5846
759923798737051648,5521,14427
759846353224826880,1923,6617
759793422261743616,1866,5846
759557299618865152,1165,4597
759447681597108224,2405,8339
759446261539934208,474,1643
759197388317847553,1908,5976
759159934323924993,1129,0
759099523532779520,4061,14234
759047813560868866,1964,6369
758854675097526272,880,3487
758828659922702336,3763,11017
758740312047005698,1583,5639
758474966123810816,982,3725
758467244762497024,2169,4712
758405701903519748,1870,5114
758355060040593408,1037,3334
758099635764359168,9737,18686
758041019896193024,365,2646
757741869644341248,3180,6764
757729163776290825,7715,0
757725642876129280,1185,4458
757611664640446465,1080,4482
757597904299253760,294,0
757596066325864448,1033,4246
757400162377592832,6684,14847
757393109802180609,1692,5684
757354760399941633,1386,4433
756998049151549440,1941,6155
756939218950160384,1954,6513
756651752796094464,1267,4948
756526248105566208,3496,10208
756303284449767430,1083,3861
756288534030475264,17274,43211
756275833623502848,1501,6277
755955933503782912,2814,7151
755206590534418437,5224,16113
755110668769038337,10837,20774
754874841593970688,7703,0
754856583969079297,2454,6757
754747087846248448,507,2535
754482103782404096,1906,5185
754449512966619136,719,3670
754120377874386944,2298,7737
753655901052166144,2129,5731
753420520834629632,3466,7735
753398408988139520,1858,5646
753375668877008896,2268,7493
753298634498793472,5546,0
753294487569522689,1013,3291
753039830821511168,20362,36355
753026973505581056,938,3845
752932432744185856,6691,12344
752917284578922496,1534,6792
752701944171524096,2786,0
752682090207055872,1554,5893
752660715232722944,1517,4284
752568224206688256,2217,5379
752519690950500352,3364,7226
752334515931054080,1069,3741
752309394570878976,15799,0
752173152931807232,1785,5835
751950017322246144,891,2993
751937170840121344,1287,5078
751830394383790080,1896,5695
751793661361422336,2827,5699
751598357617971201,2970,7777
751583847268179968,1072,4293
751538714308972544,1230,4937
751456908746354688,978,3151
751251247299190784,5732,12259
751205363882532864,1763,6182
751132876104687617,1271,4952
750868782890057730,1325,4674
750719632563142656,4882,12886
750506206503038976,1121,4358
750429297815552001,4172,12891
750383411068534784,1118,4458
750381685133418496,27,682
750147208377409536,934,3029
750132105863102464,1258,3533
750117059602808832,1276,4243
750101899009982464,820,2977
750086836815486976,518,2118
750071704093859840,3232,7664
750056684286914561,877,3094
750041628174217216,596,3105
750026558547456000,766,2662
750011400160841729,880,3165
749996283729883136,799,2993
749981277374128128,2401,4997
749774190421639168,1290,4569
749417653287129088,1601,5961
749403093750648834,517,2550
749395845976588288,3345,8373
749317047558017024,2181,5375
749075273010798592,2024,5624
749064354620928000,1493,4694
749036806121881602,770,3033
748977405889503236,3299,10546
748932637671223296,2189,5673
748705597323898880,926,2719
748699167502000129,1545,4645
748692773788876800,1300,4160
748575535303884801,1932,5928
748568946752774144,653,2156
748346686624440324,1199,5107
748337862848962560,3995,7444
748324050481647620,734,3610
748307329658011649,695,3604
748220828303695873,7566,13813
747963614829678593,2082,5649
747933425676525569,2477,6460
747885874273214464,940,2869
747844099428986880,727,2747
747816857231626240,1130,4731
747651430853525504,149,1345
747648653817413632,5675,12582
747600769478692864,545,2277
747594051852075008,1026,3580
747512671126323200,1571,5394
747461612269887489,1015,3784
747439450712596480,1860,5288
747242308580548608,2823,0
747219827526344708,1519,5128
747204161125646336,887,3288
747103485104099331,3842,9323
746906459439529985,287,2838
746872823977771008,2071,5837
746818907684614144,1695,5205
746790600704425984,1554,4757
746757706116112384,3793,9332
746726898085036033,1741,5895
746542875601690625,1833,4917
746521445350707200,956,0
746507379341139972,1056,4547
746369468511756288,1589,6032
746131877086527488,2127,6738
746056683365994496,788,3485
745789745784041472,1034,3918
745712589599014916,2260,6828
745433870967832576,2474,6899
745422732645535745,2349,8364
745314880350101504,2670,6980
745074613265149952,3376,7645
745057283344719872,2179,7069
744995568523612160,595,2895
744971049620602880,2610,7675
744709971296780288,1514,5469
744334592493166593,2042,6607
744234799360020481,75319,152215
744223424764059648,349,1613
743980027717509120,1065,4072
743895849529389061,937,3568
743835915802583040,2001,0
743609206067040256,1345,4361
743595368194129920,6326,17845
743545585370791937,915,3444
743510151680958465,3620,7715
743253157753532416,1187,4121
743222593470234624,1855,6037
743210557239623680,1327,3743
742534281772302336,3461,6888
742528092657332225,1903,4301
742465774154047488,3795,7068
742423170473463808,3629,9557
742385895052087300,1904,6623
742161199639494656,1326,4207
742150209887731712,1499,4971
741793263812808706,1461,4421
741743634094141440,2658,7965
741438259667034112,793,3593
741303864243200000,3103,8545
741099773336379392,5337,9719
741067306818797568,2992,9274
740995100998766593,2634,6173
740711788199743490,909,3314
740699697422163968,754,2767
740676976021798912,6603,17666
740373189193256964,12899,34048
740365076218183684,419,2388
740359016048689152,837,3205
740214038584557568,1903,6512
739979191639244800,5716,19403
739932936087216128,1048,3939
739844404073074688,832,3700
739623569819336705,1318,3650
739606147276148736,1598,5254
739544079319588864,20492,38381
739485634323156992,2830,6950
739238157791694849,56091,112531
738891149612572673,6,104
738885046782832640,1105,3666
738883359779196928,763,3213
738537504001953792,1480,4945
738402415918125056,800,3168
738184450748633089,1173,4205
738166403467907072,3232,8514
738156290900254721,619,2428
737826014890496000,1708,5115
737800304142471168,3346,9709
737678689543020544,1272,4883
737445876994609152,4296,9945
737322739594330112,782,3497
737310737551491075,7170,14221
736736130620620800,1663,4116
736392552031657984,7105,17169
736365877722001409,1195,3864
736225175608430592,2692,7857
736010884653420544,2873,7652
735991953473572864,1106,3483
735648611367784448,1069,3926
735635087207878657,2259,5978
735274964362878976,4842,12642
735256018284875776,848,3226
735137028879360001,941,3039
734912297295085568,511,2670
734787690684657664,6083,12151
734776360183431168,515,2433
734559631394082816,383,1448
733828123016450049,753,3468
733822306246479872,989,3561
733482008106668032,913,3033
733460102733135873,1232,4043
733109485275860992,16505,51784
732732193018155009,516,2359
732726085725589504,861,3453
732585889486888962,755,3545
732375214819057664,2423,7829
732005617171337216,5200,14410
731285275100512256,966,3396
