tweet_id,retweet_count,favorite_count
731156023742988288,1224,3724
730924654643314689,1911,5957
730573383004487680,2064,4736
730427201120833536,1005,3377
730211855403241472,1025,3708
730196704625098752,1818,4690
729854734790754305,1080,3908
729838605770891264,367,1681
729823566028484608,1203,3846
729463711119904772,2232,5610
729113531270991872,307,1826
728986383096946689,788,3050
728760639972315136,1640,4520
728751179681943552,651,2679
728653952833728512,1000,3214
728409960103686147,1922,4751
728387165835677696,928,3594
728046963732717569,1161,4154
728035342121635841,1616,4401
728015554473250816,1063,3995
727685679342333952,615,2872
727644517743104000,1685,5676
727524757080539137,1177,4334
727314416056803329,715,3231
727286334147182592,788,2960
727175381690781696,1339,3788
727155742655025152,1278,3511
726935089318363137,2342,6651
726887082820554753,1459,3708
726828223124897792,971,3461
726224900189511680,1100,4284
725842289046749185,2567,6865
725786712245440512,1329,4045
725729321944506368,1714,5052
725458796924002305,593,1372
724983749226668032,1257,3622
724771698126512129,610,2270
724405726123311104,1599,5120
724049859469295616,1717,4205
724046343203856385,539,2584
724004602748780546,1488,4067
723912936180330496,1184,3766
723688335806480385,2826,7427
723673163800948736,855,2926
723179728551723008,1787,5126
722974582966214656,1515,3963
722613351520608256,1577,4823
721503162398597120,1762,4469
721001180231503872,589,2456
720785406564900865,739,3010
720775346191278080,637,2387
720415127506415616,1448,4006
720389942216527872,2410,6164
720340705894408192,942,2773
720059472081784833,1080,3731
720043174954147842,1936,4766
719991154352222208,1678,4683
719704490224398336,1372,4403
719551379208073216,1822,4907
719367763014393856,718,2708
719339463458033665,1188,4294
719332531645071360,915,3328
718971898235854848,1039,3371
718939241951195136,1688,5091
718631497683582976,7726,18281
718613305783398402,462,2360
718540630683709445,973,2375
718460005985447936,505,2611
718454725339934721,1458,4712
718246886998687744,479,1851
718234618122661888,955,3746
717841801130979328,579,2381
717790033953034240,1064,2780
717537687239008257,1780,5595
717428917016076293,430,1569
717421804990701568,809,3057
717047459982213120,1852,6084
717009362452090881,925,3135
716802964044845056,1131,4150
716791146589110272,1521,7944
716730379797970944,412,1196
716447146686459905,5641,12635
716439118184652801,202,2312
716285507865542656,1009,2681
716080869887381504,1835,6570
715928423106027520,849,3092
715758151270801409,1376,3603
715733265223708672,1630,4515
715704790270025728,552,2695
715696743237730304,1248,3790
715680795826982913,1551,4155
715360349751484417,1508,5296
715342466308784130,665,2955
715220193576927233,624,2349
715200624753819648,1800,4980
715009755312439296,1180,4016
714982300363173890,1000,3597
714962719905021952,4100,7108
714957620017307648,1358,4016
714631576617938945,954,3178
714606013974974464,890,3518
714485234495041536,1086,2580
714258258790387713,703,2939
714251586676113411,805,3170
714214115368108032,838,2205
714141408463036416,1348,4188
713919462244790272,762,3190
713909862279876608,519,1837
713900603437621249,706,2748
713761197720473600,1314,4701
713411074226274305,1256,4287
713177543487135744,2755,6982
713175907180089344,1424,4316
712809025985978368,6483,18462
712717840512598017,4782,11927
712668654853337088,1171,4048
712438159032893441,1511,5155
712309440758808576,25,232
712097430750289920,997,3653
712092745624633345,856,2843
712085617388212225,470,3176
712065007010385924,600,2182
711998809858043904,123,0
711968124745228288,2224,7798
711743778164514816,959,2754
711732680602345472,3940,8541
711694788429553666,17691,31823
711652651650457602,880,3728
711363825979756544,1091,3517
711306686208872448,711,3194
711008018775851008,589,2903
710997087345876993,1335,4431
710844581445812225,656,2465
710833117892898816,512,2602
710658690886586372,542,2234
710609963652087808,2293,4645
710588934686908417,1794,4391
710296729921429505,712,2305
710283270106132480,503,2087
710272297844797440,1204,4394
710269109699739648,1075,2324
710153181850935296,863,2818
710140971284037632,851,2671
710117014656950272,1902,5292
709918798883774466,1053,3397
709901256215666688,98,643
709852847387627521,1159,3411
709566166965075968,1156,3447
709556954897764353,1034,3190
709519240576036864,227,1451
709449600415961088,548,2140
709409458133323776,654,2532
709225125749587968,551,2337
709207347839836162,5564,12105
709198395643068416,617,2370
709179584944730112,647,1943
709158332880297985,397,1969
709042156699303936,1573,4583
708853462201716736,640,1755
708845821941387268,863,2890
708834316713893888,485,1636
708810915978854401,6679,15961
708738143638450176,784,2677
708711088997666817,691,2449
708479650088034305,654,2465
708469915515297792,785,3010
708400866336894977,9707,15451
708356463048204288,1268,3471
708349470027751425,711,2282
708149363256774660,1503,4167
708130923141795840,825,3276
708119489313951744,947,2610
708109389455101952,534,1891
708026248782585858,1858,4268
707995814724026368,1090,3032
707983188426153984,2,47
707969809498152960,929,2613
707776935007539200,923,3179
707741517457260545,588,2415
707738799544082433,2378,3959
707693576495472641,957,3292
707629649552134146,836,2489
707610948723478529,6117,16453
707420581654872064,670,2192
707411934438625280,579,2233
707387676719185920,1235,3396
707377100785885184,1051,3179
707315916783140866,615,2402
707297311098011648,756,2702
707059547140169728,651,2519
707038192327901184,759,2119
707021089608753152,1305,3958
707014260413456384,580,2240
706904523814649856,7593,14126
706901761596989440,565,1986
706681918348251136,944,3200
706644897839910912,1053,2491
706593038911545345,610,2093
706538006853918722,1382,3365
706516534877929472,999,3023
706346369204748288,897,3345
706310011488698368,7637,20625
706291001778950144,462,1655
706265994973601792,901,2658
706169069255446529,2136,3786
706166467411222528,1552,4997
706153300320784384,371,1435
705975130514706432,707,3008
705970349788291072,864,3084
705898680587526145,533,2301
705786532653883392,498,1873
705591895322394625,1110,3076
705475953783398401,880,2876
705442520700944385,1562,4283
705428427625635840,1615,3687
705239209544720384,730,2904
705223444686888960,774,2516
705102439679201280,502,2079
705066031337840642,598,2122
704871453724954624,1088,4150
704859558691414016,517,2182
704847917308362754,1468,4915
704819833553219584,949,2561
704761120771465216,2823,6446
704499785726889984,979,2825
704491224099647488,75,726
704480331685040129,1034,3294
704364645503647744,3435,7752
704347321748819968,339,1525
704134088924532736,439,1463
704113298707505153,554,1801
704054845121142784,889,2834
703774238772166656,441,1786
703769065844768768,1099,3169
703631701117943808,653,2492
703611486317502464,1481,3719
703425003149250560,1318,3690
703407252292673536,673,2363
703382836347330562,1107,3402
703356393781329922,373,1854
703268521220972544,527,1920
703079050210877440,2978,7180
703041949650034688,12036,25547
702932127499816960,696,2509
702899151802126337,436,1564
702684942141153280,1032,3137
702671118226825216,542,2126
702598099714314240,3325,11879
702539513671897089,924,2797
702332542343577600,1499,3081
702321140488925184,1012,3181
702276748847800320,746,2394
702217446468493312,1299,4642
701981390485725185,953,3337
701952816642965504,993,3734
701889187134500865,1341,3442
701805642395348998,1613,3314
701601587219795968,438,2035
701570477911896070,900,2731
701545186879471618,589,2583
701214700881756160,4920,11847
700890391244103680,548,2155
700864154249383937,605,2520
700847567345688576,483,2387
700796979434098688,905,2366
700747788515020802,8968,22131
700518061187723268,771,2537
700505138482569216,549,2224
700462010979500032,1718,4001
700167517596164096,705,2561
700151421916807169,648,2175
700143752053182464,2615,7301
700062718104104960,664,2567
700029284593901568,569,2014
700002074055016451,1294,3207
699801817392291840,919,2948
699788877217865730,494,2167
699779630832685056,1194,2656
699775878809702401,582,1900
699691744225525762,4446,9987
699446877801091073,2533,5779
699434518667751424,497,2106
699423671849451520,310,1317
699413908797464576,607,2027
699370870310113280,425,1842
699323444782047232,837,3063
699088579889332224,608,2183
699079609774645248,627,2374
699072405256409088,1149,2886
699060279947165696,1739,3633
699036661657767936,1167,2529
698989035503689728,942,3252
698953797952008193,883,2600
698907974262222848,601,2470
698710712454139905,658,2395
698703483621523456,361,1408
698635131305795584,332,1258
698549713696649216,603,2255
698355670425473025,432,1793
698342080612007937,932,2202
698262614669991936,1931,4635
698195409219559425,5774,16291
698178924120031232,716,2734
697995514407682048,326,1479
697990423684476929,1251,3187
697943111201378304,654,2321
697881462549430272,1125,2932
697630435728322560,526,1697
697616773278015490,979,3058
697596423848730625,1224,2928
697575480820686848,484,1983
697516214579523584,1076,1989
697482927769255936,645,2345
697463031882764288,1362,3322
697270446429966336,1820,4569
697259378236399616,973,3204
697255105972801536,1117,2974
697242256848379904,644,2453
696900204696625153,991,3071
696894894812565505,662,2268
696886256886657024,1737,4711
696877980375769088,687,2372
696754882863349760,352,1440
696744641916489729,901,2013
696713835009417216,626,2311
696518437233913856,1661,3803
696490539101908992,138,1181
696488710901260288,991,2443
696405997980676096,1120,3113
696100768806522880,631,1872
695816827381944320,1119,2924
695794761660297217,746,3070
695767669421768709,715,1802
695629776980148225,2023,4438
695446424020918272,1759,4280
695409464418041856,3468,8424
695314793360662529,1404,3518
695095422348574720,595,2561
695074328191332352,1060,2761
695064344191721472,572,1553
695051054296211456,769,2581
694925794720792577,887,2619
694905863685980160,908,2662
694669722378485760,13873,34824
694356675654983680,279,1463
694352839993344000,593,1971
694342028726001664,473,1540
694329668942569472,487,1936
694206574471057408,1974,4042
694183373896572928,899,2862
694001791655137281,989,3307
693993230313091072,391,1819
693942351086120961,355,1700
693647888581312512,564,2613
693644216740769793,119,1316
693642232151285760,398,2472
693629975228977152,770,2377
693622659251335168,360,1492
693590843962331137,1890,4895
693582294167244802,237,1597
693486665285931008,611,1719
693280720173801472,1201,3252
693267061318012928,788,2314
693262851218264065,482,2144
693231807727280129,719,2796
693155686491000832,3108,7670
693109034023534592,589,1659
693095443459342336,442,1802
692919143163629568,731,2601
692905862751522816,845,2354
692901601640583168,582,1712
692894228850999298,766,2200
692828166163931137,861,2790
692752401762250755,3520,6616
692568918515392513,1483,4230
692535307825213440,1314,3063
692530551048294401,399,1779
692423280028966913,220,1439
692417313023332352,3351,9121
692187005137076224,789,2461
692158366030913536,762,2087
692142790915014657,378,1600
692041934689402880,1225,3299
692017291282812928,923,2816
691820333922455552,1596,3850
691793053716221953,4095,7909
691756958957883396,960,2759
691675652215414786,493,1898
691483041324204033,543,2322
691459709405118465,1099,3930
691444869282295808,822,2570
691416866452082688,7385,18789
691321916024623104,640,2504
691096613310316544,854,2880
691090071332753408,323,1672
690989312272396288,2775,5734
690959652130045952,1207,3478
690938899477221376,1886,3978
690932576555528194,983,3193
690735892932222976,1224,3681
690728923253055490,500,2115
690690673629138944,797,2256
690649993829576704,265,1261
690607260360429569,17,290
690597161306841088,582,1894
690400367696297985,433,1830
690374419777196032,814,3159
690360449368465409,851,2586
690348396616552449,496,1460
690248561355657216,400,1630
690021994562220032,992,2718
690015576308211712,711,2420
690005060500217858,1624,3558
689999384604450816,354,1372
689993469801164801,432,1414
689977555533848577,433,1331
689905486972461056,677,2379
689877686181715968,1121,2958
689835978131935233,724,2108
689661964914655233,904,3139
689659372465688576,3724,10067
689623661272240129,621,2163
689599056876867584,5323,11320
689557536375177216,442,1988
689517482558820352,1385,3303
689289219123089408,900,2192
689283819090870273,1060,3164
689280876073582592,683,1928
689275259254616065,235,1111
689255633275777024,1046,2485
689154315265683456,958,2994
689143371370250240,487,1961
688916208532455424,834,2637
688908934925697024,739,2047
688898160958271489,754,2031
688894073864884227,662,2177
688828561667567616,357,1343
688804835492233216,184,942
688789766343622656,639,2163
688547210804498433,674,2518
688519176466644993,708,2254
688385280030670848,4319,9020
688211956440801280,801,2176
688179443353796608,566,2073
688116655151435777,746,2748
688064179421470721,351,1688
687841446767013888,2421,5315
687826841265172480,1087,2671
687818504314159109,922,2414
687807801670897665,692,2319
687732144991551489,641,1708
687704180304273409,815,2368
687664829264453632,492,1884
687494652870668288,557,1843
687480748861947905,232,1559
687476254459715584,516,1926
687460506001633280,530,2005
687399393394311168,599,1835
687317306314240000,8869,19574
687312378585812992,1837,4243
687127927494963200,2195,5283
687124485711986689,490,2125
687109925361856513,2374,5642
687102708889812993,939,2283
687096057537363968,589,2175
686947101016735744,3085,8379
686760001961103360,1339,3426
686749460672679938,1407,3390
686730991906516992,1161,4025
686683045143953408,777,2749
686618349602762752,1317,3596
686606069955735556,526,1837
686394059078897668,667,1693
686386521809772549,854,3169
686377065986265092,549,2144
686358356425093120,641,2120
686286779679375361,1614,3904
686050296934563840,705,2160
686035780142297088,112,1115
686034024800862208,1107,2989
686007916130873345,399,2418
686003207160610816,599,1781
685973236358713344,504,2039
685943807276412928,573,1587
685906723014619143,2768,7272
685681090388975616,118,1974
685667379192414208,546,2292
685663452032069632,1411,3140
685641971164143616,751,2842
685547936038666240,15042,31967
685532292383666176,1116,2930
685325112850124800,3829,9157
685321586178670592,605,2568
685315239903100929,1007,3199
685307451701334016,421,2017
685268753634967552,1160,3010
685198997565345792,648,2265
685169283572338688,1386,3996
684969860808454144,355,2325
684959798585110529,3023,6618
684940049151070208,1006,3115
684926975086034944,450,3390
684914660081053696,1407,3400
684902183876321280,508,1810
684880619965411328,776,2025
684830982659280897,20948,34014
684800227459624960,972,2649
684594889858887680,3388,8632
684588130326986752,1365,3994
684567543613382656,1168,2924
684538444857667585,918,2575
684481074559381504,1134,3772
684460069371654144,542,1915
684241637099323392,3155,7883
684225744407494656,199,1202
684222868335505415,1314,3725
684200372118904832,1004,2087
684195085588783105,490,1847
684188786104872960,1127,3396
684177701129875456,641,1958
684147889187209216,1473,2911
684122891630342144,453,1949
684097758874210310,1389,3987
683857920510050305,1083,3700
683852578183077888,334,1884
683849932751646720,920,2540
683834909291606017,1080,2550
683828599284170753,1027,2715
683773439333797890,1297,3242
683742671509258241,3192,6276
683515932363329536,2786,7118
683498322573824003,935,3082
683481228088049664,967,2591
683462770029932544,649,2357
683449695444799489,1558,3763
683391852557561860,2324,7432
683357973142474752,885,2812
683142553609318400,1005,2790
683111407806746624,879,3302
683098815881154561,633,2111
683078886620553216,546,1942
683030066213818368,719,2107
682962037429899265,15858,35643
682808988178739200,161,1723
682788441537560576,1073,2401
682750546109968385,420,1477
682697186228989953,350,1273
682662431982772225,1039,2963
682638830361513985,574,2012
682429480204398592,1113,3338
682406705142087680,1691,7338
682393905736888321,640,2170
682389078323662849,449,1612
682303737705140231,942,2960
682259524040966145,1150,4010
682242692827447297,1110,3132
682088079302213632,9502,17671
682059653698686977,1612,4795
682047327939461121,906,3103
682032003584274432,1916,6382
682003177596559360,1460,3019
681981167097122816,998,2726
681891461017812993,784,2396
681694085539872773,3915,12434
681679526984871937,426,1713
681654059175129088,884,2560
681610798867845120,448,1839
681579835668455424,1252,3435
681523177663676416,5546,13838
681340665377193984,269,1595
681339448655802368,3945,9016
681320187870711809,713,2560
681302363064414209,1750,3801
681297372102656000,915,3115
681281657291280384,1061,3136
681261549936340994,260,1413
681242418453299201,509,1443
681231109724700672,467,2336
681193455364796417,1418,3576
680970795137544192,629,2337
680959110691590145,1936,4440
680940246314430465,1002,3089
680934982542561280,419,2030
680913438424612864,596,2336
680889648562991104,354,1702
680836378243002368,1268,3352
680805554198020098,643,2083
680801747103793152,792,2309
680798457301471234,995,2756
680609293079592961,670,2545
680583894916304897,1279,3502
680497766108381184,1836,4103
680494726643068929,469,1672
680473011644985345,725,2468
680440374763077632,482,1408
680221482581123072,284,1428
680206703334408192,1116,2739
680191257256136705,479,2077
680176173301628928,1483,3766
680161097740095489,709,2242
680145970311643136,1684,3492
680130881361686529,905,2220
680115823365742593,868,2638
680100725817409536,1318,3475
680085611152338944,8655,12416
680070545539371008,823,2504
679877062409191424,626,1920
679872969355714560,643,2130
679862121895714818,593,2379
679854723806179328,1177,2758
679844490799091713,731,2294
679828447187857408,13465,35012
679777920601223168,1054,3013
679736210798047232,758,2025
679729593985699840,795,2096
679722016581222400,451,1611
679530280114372609,2000,4613
679527802031484928,694,2544
679511351870550016,1213,3251
679503373272485890,1409,3068
679475951516934144,617,2026
679462823135686656,18016,30427
679405845277462528,1152,2288
679158373988876288,7703,20530
679148763231985668,988,2687
679132435750195208,1112,2880
679111216690831360,2479,5771
679062614270468097,7715,16350
679047485189439488,635,2166
679001094530465792,1170,2742
678991772295516161,1102,2206
678969228704284672,435,1581
678800283649069056,859,2480
678798276842360832,1102,3329
678774928607469569,863,2711
678767140346941444,1300,3402
678764513869611008,446,1580
678755239630127104,3130,6816
678740035362037760,1587,3605
678708137298427904,2317,5387
678675843183484930,1395,2752
678643457146150913,384,1972
678446151570427904,1461,3854
678424312106393600,2430,5263
678410210315247616,1720,4044
678399652199309312,30432,77152
678396796259975168,395,1531
678389028614488064,402,1795
678380236862578688,865,2341
678341075375947776,511,1661
678334497360859136,237,1248
678278586130948096,5828,10989
678255464182861824,348,1527
678023323247357953,362,1834
678021115718029313,6030,13088
677961670166224897,1609,3282
677918531514703872,387,1287
677895101218201600,1975,4618
677716515794329600,934,2921
677700003327029250,1380,3255
677698403548192770,306,1183
677687604918272002,803,2397
677673981332312066,1431,3190
677662372920729601,902,1872
677644091929329666,768,1784
677573743309385728,668,2047
677565715327688705,437,1251
677557565589463040,1102,2355
677547928504967168,3499,6650
677530072887205888,218,1026
677335745548390400,1672,2918
677334615166730240,270,1286
677331501395156992,224,1043
677328882937298944,1434,3503
677314812125323265,510,1582
677301033169788928,385,1179
677269281705472000,672,1889
677228873407442944,1561,3403
677187300187611136,869,2615
676975532580409345,1016,2648
676957860086095872,771,2145
676949632774234114,375,1252
676948236477857792,817,2063
676946864479084545,347,1661
676942428000112642,711,1977
676936541936185344,4716,12198
676916996760600576,1722,2843
676897532954456065,689,2152
676864501615042560,668,1997
676821958043033607,14768,21904
676819651066732545,632,1744
676811746707918848,407,1370
676776431406465024,1927,4774
676617503762681856,908,2753
676613908052996102,191,1033
676606785097199616,412,1816
676603393314578432,362,1108
676593408224403456,2048,4370
676590572941893632,116,877
676588346097852417,743,2198
676582956622721024,261,1139
676575501977128964,1062,2461
676533798876651520,521,1795
676496375194980353,507,1456
676470639084101634,4442,11109
676440007570247681,625,1654
676430933382295552,321,1339
676263575653122048,512,1995
676237365392908289,267,1153
676219687039057920,29430,73143
676215927814406144,545,1656
676191832485810177,981,2171
676146341966438401,630,1835
676121918416756736,1102,2065
676101918813499392,1114,2702
676098748976615425,1340,2848
676089483918516224,415,1249
675898130735476737,536,1532
675891555769696257,811,2025
675888385639251968,904,2259
675878199931371520,1321,3969
675870721063669760,532,1555
675853064436391936,1211,2560
675849018447167488,133,900
675845657354215424,828,2154
675822767435051008,510,1447
675820929667219457,224,1002
675798442703122432,3243,9754
675781562965868544,443,1543
675740360753160193,321,1113
675710890956750848,770,1790
675707330206547968,641,1881
675706639471788032,89,618
675534494439489536,387,1745
675531475945709568,361,1119
675522403582218240,272,987
675517828909424640,439,1230
675501075957489664,5524,16326
675497103322386432,1216,2983
675489971617296384,562,1223
675483430902214656,921,1756
675432746517426176,539,1448
675372240448454658,490,1605
675362609739206656,215,1001
675354435921575936,15799,30862
675349384339542016,2142,3726
675334060156301312,1212,2628
675166823650848770,1490,3366
675153376133427200,2420,5919
675149409102012420,1595,3541
675147105808306176,218,894
675146535592706048,276,1116
675145476954566656,842,2028
675135153782571009,445,1231
675113801096802304,739,1846
675111688094527488,234,906
675109292475830276,1056,2653
675047298674663426,301,998
675015141583413248,1110,2554
675006312288268288,209,926
675003128568291329,436,1481
674999807681908736,1040,2124
674805413498527744,337,810
674800520222154752,802,2854
674793399141146624,1025,2370
674790488185167872,235,1039
674788554665512960,195,764
674781762103414784,1121,1899
674774481756377088,443,1044
674767892831932416,728,1717
674764817387900928,221,750
674754018082705410,412,1291
674752233200820224,434,1378
674743008475090944,511,1310
674742531037511680,49,457
674739953134403584,362,1034
674737130913071104,81,610
674690135443775488,444,1086
674670581682434048,610,1524
674664755118911488,228,861
674646392044941312,456,1358
674644256330530816,256,979
674638615994089473,548,1594
674632714662858753,538,1417
674606911342424069,93,887
674468880899788800,1899,5903
674447403907457024,338,1006
674436901579923456,363,1048
674422304705744896,501,1350
674416750885273600,129,653
674410619106390016,433,1138
674394782723014656,532,1430
674372068062928900,299,809
674330906434379776,71,538
674318007229923329,483,1336
674307341513269249,6494,10733
674291837063053312,5472,13855
674271431610523648,683,1470
674269164442398721,213,864
674265582246694913,787,1540
674262580978937856,421,1240
674255168825880576,509,1381
674082852460433408,155,717
674075285688614912,264,937
674063288070742018,2037,6008
674053186244734976,1206,3104
674051556661161984,460,1375
674045139690631169,598,1324
674042553264685056,118,681
674038233588723717,396,1040
674036086168010753,192,806
674024893172875264,1145,1677
674019345211760640,285,1066
674014384960745472,598,1473
674008982932058114,332,1127
673956914389192708,896,1845
673919437611909120,349,1105
673906403526995968,1533,2991
673887867907739649,238,886
673716320723169284,702,2907
673715861853720576,1922,3325
673711475735838725,280,982
673709992831262724,246,792
673708611235921920,267,1016
673707060090052608,365,1039
673705679337693185,382,1188
673700254269775872,530,1349
673697980713705472,1821,3726
673689733134946305,605,1635
673688752737402881,460,1184
673686845050527744,404,1350
673680198160809984,434,1291
673662677122719744,344,1183
673656262056419329,221,681
673636718965334016,336,1038
673612854080196609,671,1501
673583129559498752,334,1128
673580926094458881,254,781
673576835670777856,523,1300
673363615379013632,282,968
673359818736984064,626,1360
673355879178194945,533,1415
673352124999274496,507,1573
673350198937153538,195,716
673345638550134785,1175,2354
673343217010679808,249,914
673342308415348736,533,1199
673320132811366400,7313,12663
673317986296586240,235,830
673295268553605120,2940,7076
673270968295534593,337,1011
673240798075449344,662,1343
673213039743795200,778,2092
673148804208660480,583,1599
672997845381865473,665,1856
672995267319328768,269,890
672988786805112832,268,921
672984142909456390,507,1181
672980819271634944,943,1705
672975131468300288,838,1574
672970152493887488,332,888
672968025906282496,500,1247
672964561327235073,601,1338
672902681409806336,460,1288
672898206762672129,393,848
672884426393653248,784,1442
672877615439593473,328,970
672834301050937345,531,1235
672828477930868736,457,1177
672640509974827008,295,921
672622327801233409,450,1212
672614745925664768,541,1151
672609152938721280,360,1038
672604026190569472,371,1040
672594978741354496,570,1252
672591762242805761,308,892
672591271085670400,174,675
672538107540070400,340,959
672523490734551040,156,590
672488522314567680,404,1048
672482722825261057,554,1060
672481316919734272,120,678
672475084225949696,651,1363
672466075045466113,490,1274
672272411274932228,3119,6035
672267570918129665,567,1396
672264251789176834,309,1063
672256522047614977,1421,2651
672254177670729728,692,1349
672248013293752320,559,1626
672245253877968896,143,641
672239279297454080,302,843
672231046314901505,937,1707
672222792075620352,194,742
672205392827572224,1061,2120
672169685991993344,341,963
672160042234327040,333,827
672139350159835138,645,1639
672125275208069120,1067,2251
672095186491711488,340,932
672082170312290304,340,889
672068090318987265,472,1208
671896809300709376,3882,7996
671891728106971137,525,1233
671882082306625538,1291,3268
671879137494245376,614,1331
671874878652489728,513,1184
671866342182637568,455,1054
671855973984772097,403,847
671789708968640512,3214,6640
671768281401958400,458,1120
671763349865160704,836,1571
671744970634719232,711,1272
671743150407421952,222,707
671735591348891648,699,1358
671729906628341761,4032,7969
671561002136281088,6720,11989
671550332464455680,194,850
671547767500775424,545,1264
671544874165002241,966,1840
671542985629241344,525,1026
671538301157904385,355,874
671536543010570240,372,1107
671533943490011136,536,961
671528761649688577,239,789
671520732782923777,491,1310
671518598289059840,272,887
671511350426865664,651,1492
671504605491109889,3312,6549
671497587707535361,417,864
671488513339211776,443,938
671486386088865792,182,540
671485057807351808,217,717
671390180817915904,691,1354
671362598324076544,274,1038
671357843010908160,146,375
671355857343524864,112,454
671347597085433856,394,894
671186162933985280,193,685
671182547775299584,312,1046
671166507850801152,317,816
671163268581498880,1021,1543
671159727754231808,74,339
671154572044468225,205,660
671151324042559489,140,622
671147085991960577,200,622
671141549288370177,605,1083
671138694582165504,371,862
671134062904504320,176,694
671122204919246848,2329,3251
671115716440031232,721,1281
671109016219725825,403,1072
670995969505435648,268,1036
670842764863651840,8052,23153
670840546554966016,180,547
670838202509447168,643,1043
670833812859932673,113,408
670832455012716544,198,684
670826280409919488,3761,5150
670823764196741120,173,728
670822709593571328,89,568
670815497391357952,1425,2963
670811965569282048,248,1058
670807719151067136,453,1090
670804601705242624,887,1838
670803562457407488,83,320
670797304698376195,216,692
670792680469889025,256,778
670789397210615808,222,620
670786190031921152,183,557
670783437142401025,352,777
670782429121134593,710,1439
670780561024270336,267,745
670778058496974848,69,312
670764103623966721,391,1016
670755717859713024,98,411
670733412878163972,474,900
670727704916926465,329,785
670717338665226240,445,1115
670704688707301377,345,727
670691627984359425,223,553
670679630144274432,259,706
670676092097810432,38,230
670668383499735048,4616,10003
670474236058800128,685,1419
670468609693655041,82,337
670465786746662913,505,912
670452855871037440,189,515
670449342516494336,598,1129
670444955656130560,1841,6330
670442337873600512,186,606
670435821946826752,477,997
670434127938719744,598,1330
670433248821026816,103,312
670428280563085312,571,1305
670427002554466305,148,491
670421925039075328,591,1226
670420569653809152,291,576
670417414769758208,302,538
670411370698022913,823,1891
670408998013820928,202,517
670403879788544000,141,402
670385711116361728,191,528
670374371102445568,249,705
670361874861563904,60,311
670338931251150849,101,402
670319130621435904,1129,3655
670303360680108032,121,409
670290420111441920,266,654
670093938074779648,306,962
670086499208155136,231,656
670079681849372674,1134,2076
670073503555706880,730,1465
670069087419133954,220,584
670061506722140161,308,708
670055038660800512,301,623
670046952931721218,159,607
670040295598354432,104,706
670037189829525505,255,556
670003130994700288,84,313
669993076832759809,75,304
669972011175813120,142,414
669970042633789440,51,284
669942763794931712,146,471
669926384437997569,89,354
669923323644657664,53,221
669753178989142016,367,750
669749430875258880,61,241
669684865554620416,82,474
669683899023405056,101,354
669682095984410625,125,329
669680153564442624,266,628
669661792646373376,395,758
669625907762618368,1676,3295
669603084620980224,336,894
669597912108789760,140,482
669583744538451968,857,1394
669573570759163904,129,406
669571471778410496,940,1487
669567591774625800,48,220
669564461267722241,112,368
669393256313184256,69,336
669375718304980992,673,1237
669371483794317312,165,459
669367896104181761,140,428
669363888236994561,211,584
669359674819481600,112,347
669354382627049472,1182,2527
669353438988365824,241,588
669351434509529089,168,404
669328503091937280,385,953
669327207240699904,113,536
669324657376567296,193,461
669216679721873412,377,1115
669214165781868544,149,407
669203728096960512,433,943
669037058363662336,287,612
669015743032369152,346,694
669006782128353280,225,542
669000397445533696,5891,19589
668994913074286592,208,413
668992363537309700,314,699
668989615043424256,307,629
668988183816871936,426,843
668986018524233728,151,513
668981893510119424,277,502
668979806671884288,323,744
668975677807423489,538,1222
668967877119254528,21,135
668960084974809088,225,658
668955713004314625,65,255
668932921458302977,53,243
668902994700836864,92,297
668892474547511297,136,376
668872652652679168,279,493
668852170888998912,148,423
668826086256599040,124,405
668815180734689280,242,521
668779399630725120,343,671
668655139528511488,202,488
668645506898350081,488,810
668643542311546881,479,810
668641109086707712,498,995
668636665813057536,458,967
668633411083464705,1473,2612
668631377374486528,293,659
668627278264475648,100,289
668625577880875008,121,354
668623201287675904,691,1320
668620235289837568,37,185
668614819948453888,295,577
668587383441514497,988,1561
668567822092664832,49,222
668544745690562560,212,475
668542336805281792,194,423
668537837512433665,65,236
668528771708952576,204,435
668507509523615744,95,301
668496999348633600,120,377
668484198282485761,216,394
668480044826800133,133,425
668466899341221888,470,830
668297328638447616,274,583
668291999406125056,29,228
668286279830867968,126,470
668274247790391296,217,769
668268907921326080,214,516
668256321989451776,550,1209
668248472370458624,437,894
668237644992782336,2615,5774
668226093875376128,94,273
668221241640230912,182,482
668204964695683073,182,524
668190681446379520,186,608
668171859951755264,173,454
668154635664932864,287,463
668142349051129856,258,540
668113020489474048,217,623
667937095915278337,736,1162
667924896115245057,99,277
667915453470232577,51,197
667911425562669056,271,456
667902449697558528,351,802
667886921285246976,987,1744
667885044254572545,431,769
667878741721415682,108,372
667873844930215936,375,580
667866724293877760,956,2848
667861340749471744,74,230
667832474953625600,56,273
667806454573760512,452,983
667801013445750784,87,304
667793409583771648,308,649
667782464991965184,227,385
667773195014021121,48,216
667766675769573376,201,407
667728196545200128,143,356
667724302356258817,292,446
667550904950915073,31,0
667550882905632768,27,0
667549055577362432,2078,5373
667546741521195010,115,316
667544320556335104,489,802
667538891197542400,60,190
667534815156183040,485,761
667530908589760512,218,436
667524857454854144,1035,1583
667517642048163840,177,345
667509364010450944,1965,6361
667502640335572993,202,507
667495797102141441,244,486
667491009379606528,207,484
667470559035432960,89,235
667455448082227200,56,179
667453023279554560,81,291
